;Tmin;Tmax;Tmean;WindSpeed;WindMaxSpeed;WindDir;Rainfall
2014-02-07;5.7;13.1;9.2;8.2;35.4;W;0.0
2014-02-08;3.3;14.1;9.6;11.1;48.3;SSW;5.2
2014-02-09;7.3;14.6;10.7;13.2;80.5;SSE;7.0
2014-02-10;5.7;10.2;7.9;22.5;67.6;WNW;0.0
2014-02-11;0.300000000000001;12.5;7.4;10.5;46.7;SW;0.2
2014-02-12;10.3;13.9;12.1;6.3;46.7;NW;3.6
2014-02-13;11.8;15.6;13.6;8.4;32.2;SW;0.2
2014-02-14;6.7;19.8;12.4;4.0;37.0;SW;0.0
2014-02-15;7.6;13.7;10.8;6.6;30.6;WNW;1.0
2014-02-16;4.0;11.9;7.7;4.2;22.5;NW;0.0
2014-02-17;2.3;10.5;7.3;5.8;33.8;SSE;0.2
2014-02-18;6.9;11.4;8.5;5.8;32.2;WNW;4.0
2014-02-19;3.9;12.9;8.6;5.3;24.1;WNW;0.0
2014-02-20;1.1;13.4;8.2;4.2;25.7;WNW;0.0
2014-02-21;6.3;11.6;9.7;7.7;35.4;WNW;0.4
2014-02-22;3.1;14.0;7.8;5.0;22.5;WNW;0.0
2014-02-23;2.8;14.0;9.7;21.1;61.2;SSE;0.0
2014-02-24;6.9;12.7;9.3;9.8;38.6;W;4.4
2014-02-25;5.7;13.2;9.3;6.0;30.6;WNW;0.0
2014-02-26;6.5;13.2;9.4;8.2;35.4;NW;0.0
2014-02-27;3.1;13.8;9.0;4.7;29.0;NW;0.0
2014-02-28;5.2;15.5;10.8;7.4;40.2;WNW;0.0
2014-03-01;9.2;14.4;11.6;16.6;66.0;W;0.6
2014-03-02;11.0;14.4;12.6;18.3;64.4;W;0.4
2014-03-03;8.6;12.8;10.8;13.8;54.7;WNW;1.2
2014-03-04;4.6;12.3;8.6;10.0;33.8;WNW;0.0
2014-03-05;6.6;15.7;10.9;7.4;32.2;WNW;0.0
2014-03-06;2.6;21.3;11.8;2.7;29.0;SSW;0.0
2014-03-07;9.9;14.7;12.1;24.8;64.4;SSE;0.0
2014-03-08;8.8;16.5;12.2;26.2;62.8;SSE;0.0
2014-03-09;9.7;15.3;11.9;31.5;74.0;SSE;0.0
2014-03-10;8.9;14.3;10.9;21.9;54.7;SSE;0.0
2014-03-11;6.5;16.7;11.6;15.4;48.3;SSE;0.0
2014-03-12;8.6;14.5;11.1;12.9;35.4;SSE;0.0
2014-03-13;4.5;16.1;10.5;7.4;37.0;SSE;0.0
2014-03-14;1.7;15.6;9.8;2.9;20.9;NE;0.0
2014-03-15;0.800000000000001;19.7;11.2;2.7;22.5;SW;0.0
2014-03-16;2.6;23.1;13.2;2.6;19.3;SW;0.0
2014-03-17;3.8;22.2;14.6;6.8;33.8;SSE;0.0
2014-03-18;3.6;23.3;14.6;3.1;24.1;SW;0.0
2014-03-19;6.3;17.8;12.7;11.3;45.1;SSE;0.0
2014-03-20;8.8;20.2;14.1;6.3;29.0;WNW;0.0
2014-03-21;7.0;19.7;13.3;3.5;25.7;WNW;0.0
2014-03-22;5.9;16.4;12.1;6.6;37.0;WNW;0.0
2014-03-23;5.0;15.7;10.2;7.2;27.4;NW;0.0
2014-03-24;2.6;18.7;11.6;6.6;38.6;WNW;0.0
2014-03-25;5.8;16.7;11.8;12.9;57.9;WNW;0.0
2014-03-26;6.3;14.0;10.0;14.8;51.5;WNW;0.0
2014-03-27;3.1;15.8;10.3;6.8;29.0;W;0.0
2014-03-28;7.1;13.9;9.9;13.8;53.1;SE;2.0
2014-03-29;5.9;12.1;7.6;4.5;29.0;NE;18.4
2014-03-30;2.6;15.4;9.9;5.3;29.0;SW;0.0
2014-03-31;4.6;17.6;11.9;11.1;54.7;SE;0.0
2014-04-01;10.8;17.5;13.6;15.3;46.7;SSE;0.0
2014-04-02;9.1;13.7;11.3;12.9;41.8;SSE;5.6
2014-04-03;7.2;12.8;9.7;8.7;40.2;SW;3.6
2014-04-04;6.9;15.0;11.3;10.1;37.0;WNW;0.0
2014-04-05;10.8;18.4;13.7;5.5;25.7;WNW;0.0
2014-04-06;7.4;24.8;16.4;6.4;37.0;SSE;0.0
2014-04-07;11.8;25.2;19.1;11.6;41.8;SSE;0.0
2014-04-08;12.9;27.2;20.3;9.5;40.2;SSE;0.0
2014-04-09;14.8;21.9;18.8;17.2;59.5;SSE;0.0
2014-04-10;14.1;24.8;19.7;18.2;56.3;SSE;0.0
2014-04-11;15.8;25.4;21.4;13.5;62.8;SSE;0.0
2014-04-12;10.4;21.3;15.7;5.8;37.0;WNW;0.0
2014-04-13;9.0;22.3;16.1;11.4;48.3;SSE;0.0
2014-04-14;13.2;20.8;16.7;19.0;51.5;SSE;0.0
2014-04-15;14.1;24.5;18.4;10.1;43.5;SSE;0.0
2014-04-16;8.2;26.2;17.8;4.7;30.6;SE;0.0
2014-04-17;9.2;25.8;18.4;8.7;35.4;SSE;0.0
2014-04-18;8.5;24.3;17.6;5.0;29.0;WNW;0.0
2014-04-19;12.4;19.3;15.3;8.0;43.5;WNW;0.0
2014-04-20;10.3;14.2;12.3;9.5;32.2;SSE;7.6
2014-04-21;10.3;13.6;11.7;6.3;32.2;SW;19.6
2014-04-22;9.8;18.5;14.1;4.7;33.8;WNW;0.0
2014-04-23;9.1;20.1;14.9;3.9;25.7;NW;0.0
2014-04-24;9.8;18.3;14.1;8.2;41.8;W;1.2
2014-04-25;7.8;17.7;12.7;8.0;32.2;WNW;0.0
2014-04-26;8.2;21.8;16.0;6.4;35.4;WNW;0.0
2014-04-27;11.4;22.7;17.3;7.4;33.8;WNW;0.0
2014-04-28;8.6;25.9;18.9;4.7;22.5;WNW;0.0
2014-04-29;10.1;27.7;19.8;3.9;24.1;SW;0.0
2014-04-30;11.0;28.7;21.2;3.9;25.7;WNW;0.0
2014-05-01;11.1;28.6;21.0;4.0;25.7;SW;0.0
2014-05-02;10.3;29.3;20.8;7.2;35.4;NNE;0.0
2014-05-03;14.1;25.5;19.1;13.2;43.5;SSE;0.0
2014-05-04;12.1;25.4;18.9;11.1;40.2;SSE;0.0
2014-05-05;14.8;24.2;19.1;18.5;53.1;SSE;0.0
2014-05-06;15.6;26.1;20.6;20.1;51.5;SSE;0.0
2014-05-07;10.2;30.8;22.3;4.2;22.5;WNW;0.0
2014-05-08;16.1;27.6;21.1;9.5;40.2;SSE;0.0
2014-05-09;12.9;28.2;20.3;7.2;35.4;SSE;0.0
2014-05-10;17.1;30.9;23.6;8.9;33.8;SSW;0.0
2014-05-11;14.6;31.9;24.3;3.9;30.6;WNW;0.0
2014-05-12;13.3;30.1;22.5;10.9;46.7;SSE;0.0
2014-05-13;12.6;24.8;19.7;12.9;56.3;SSE;0.0
2014-05-14;14.9;21.2;17.7;31.5;74.0;SSE;0.0
2014-05-15;14.2;20.6;16.6;35.7;75.6;SSE;0.0
2014-05-16;13.3;20.8;16.9;28.5;66.0;SSE;0.0
2014-05-17;13.5;20.3;16.4;20.1;51.5;SSE;0.0
2014-05-18;12.7;21.6;16.9;16.3;48.3;SSE;0.0
2014-05-19;12.9;25.7;18.2;17.4;53.1;SSE;0.0
2014-05-20;12.6;21.1;16.4;9.5;35.4;W;0.0
2014-05-21;10.7;19.3;15.4;15.6;51.5;WSW;4.2
2014-05-22;7.9;19.5;14.6;6.8;33.8;WNW;0.0
2014-05-23;5.7;20.6;14.6;5.3;32.2;WNW;0.0
2014-05-24;7.2;22.1;14.7;4.7;35.4;SSW;2.2
2014-05-25;7.6;22.7;15.9;5.6;32.2;SW;0.0
2014-05-26;7.0;23.3;16.5;4.8;29.0;WNW;0.0
2014-05-27;7.6;24.6;16.8;7.1;41.8;W;0.0
2014-05-28;12.6;20.1;16.3;11.3;41.8;W;0.0
2014-05-29;9.7;25.0;18.6;6.0;32.2;WNW;0.0
2014-05-30;13.4;25.8;20.7;6.8;35.4;WNW;0.0
2014-05-31;12.7;25.4;19.6;12.9;40.2;SSE;3.2
2014-06-01;12.8;21.9;16.3;7.9;54.7;SSW;11.6
2014-06-02;9.6;27.3;19.4;4.7;30.6;WNW;0.0
2014-06-03;14.1;29.3;21.9;5.8;37.0;SSW;0.0
2014-06-04;10.8;27.8;21.2;5.8;30.6;WNW;0.0
2014-06-05;11.8;30.6;21.6;8.7;49.9;SSE;0.0
2014-06-06;17.1;28.7;22.8;18.0;64.4;SSE;0.0
2014-06-07;11.8;26.9;19.2;6.0;25.7;WNW;0.0
2014-06-08;12.6;27.7;20.7;5.6;32.2;WNW;0.0
2014-06-09;10.7;27.5;20.4;5.6;27.4;WNW;0.0
2014-06-10;12.5;26.9;21.4;4.0;25.7;WNW;0.0
2014-06-11;18.0;27.0;21.4;15.4;48.3;SSE;0.0
2014-06-12;16.4;29.2;23.4;17.4;51.5;SSE;0.0
2014-06-13;20.1;32.2;26.2;13.7;35.4;SSE;0.0
2014-06-14;16.0;36.4;27.9;3.9;24.1;SW;0.0
2014-06-15;18.2;33.7;26.6;8.0;37.0;SSE;0.0
2014-06-16;18.2;26.9;21.7;19.2;48.3;SSE;0.0
2014-06-17;17.9;27.6;22.1;15.9;37.0;SSE;0.0
2014-06-18;13.7;30.7;22.5;4.7;24.1;WNW;0.0
2014-06-19;15.5;27.1;21.4;8.7;41.8;SSE;0.0
2014-06-20;14.7;26.3;20.6;7.2;32.2;WNW;0.0
2014-06-21;13.4;25.8;19.9;6.8;32.2;WNW;0.0
2014-06-22;12.5;25.8;19.9;6.3;30.6;WNW;0.0
2014-06-23;11.6;26.4;19.3;4.7;29.0;WNW;5.0
2014-06-24;13.3;21.5;16.9;6.1;35.4;W;6.0
2014-06-25;11.7;25.1;18.7;5.8;30.6;WNW;0.0
2014-06-26;13.3;28.9;21.6;4.8;27.4;WNW;0.0
2014-06-27;13.7;32.1;24.0;5.1;29.0;SW;0.0
2014-06-28;15.9;31.1;25.1;7.4;38.6;W;0.0
2014-06-29;17.3;28.3;22.9;8.2;33.8;WNW;0.0
2014-06-30;11.7;30.6;23.1;5.5;33.8;W;0.0
2014-07-01;12.9;27.7;21.3;7.2;40.2;WNW;0.0
2014-07-02;15.3;23.8;19.2;8.5;33.8;W;0.0
2014-07-03;11.6;25.9;19.4;6.3;33.8;WNW;0.0
2014-07-04;12.6;29.6;22.3;4.5;27.4;WNW;0.0
2014-07-05;14.6;32.0;24.7;5.8;33.8;W;0.0
2014-07-06;17.3;25.4;21.4;10.0;43.5;W;0.0
2014-07-07;17.8;28.3;22.7;7.9;33.8;WNW;0.0
2014-07-08;13.6;32.2;23.9;6.1;27.4;SE;0.0
2014-07-09;18.6;30.7;24.5;14.8;49.9;SSE;0.0
2014-07-10;18.8;31.6;24.2;16.9;51.5;SSE;0.0
2014-07-11;16.5;34.2;26.8;5.0;30.6;W;0.0
2014-07-12;16.2;33.0;26.6;5.6;33.8;WNW;0.0
2014-07-13;15.5;33.6;25.6;5.3;32.2;WNW;0.0
2014-07-14;16.2;36.8;27.6;5.5;29.0;SSE;0.0
2014-07-15;20.6;31.4;26.0;13.8;46.7;SSE;0.0
2014-07-16;22.1;32.9;27.2;20.8;53.1;SSE;0.0
2014-07-17;23.8;34.7;28.9;21.1;46.7;SSE;0.0
2014-07-18;22.5;33.7;27.9;11.3;38.6;WNW;0.0
2014-07-19;13.9;25.8;21.7;8.7;33.8;W;0.0
2014-07-20;14.8;28.2;21.9;7.9;38.6;WNW;0.0
2014-07-21;13.5;31.0;23.9;9.8;43.5;SSE;0.0
2014-07-22;16.4;33.5;26.7;11.1;40.2;SSE;0.0
2014-07-23;17.2;35.9;28.0;5.0;27.4;WNW;0.0
2014-07-24;16.8;33.1;26.0;5.8;32.2;WNW;0.0
2014-07-25;14.8;33.2;25.6;4.8;24.1;WNW;0.0
2014-07-26;16.6;32.0;25.8;7.6;33.8;SSE;0.0
2014-07-27;18.5;34.6;26.4;5.3;29.0;WNW;0.0
2014-07-28;16.2;32.2;24.7;6.1;30.6;WNW;0.0
2014-07-29;15.8;30.7;23.5;6.1;30.6;NW;0.0
2014-07-30;21.5;31.8;25.6;14.8;41.8;SSE;0.0
2014-07-31;17.3;30.4;24.0;5.8;27.4;WNW;0.0
2014-08-01;15.8;25.6;20.4;8.5;37.0;WNW;0.0
2014-08-02;14.7;26.4;20.8;7.4;32.2;WNW;0.0
2014-08-03;13.8;32.4;23.8;3.9;27.4;W;0.0
2014-08-04;15.9;32.6;25.6;4.7;33.8;WNW;0.0
2014-08-05;14.2;32.8;25.6;4.2;29.0;WNW;0.0
2014-08-06;17.3;34.9;27.0;4.8;33.8;WNW;0.0
2014-08-07;16.3;36.1;28.1;4.8;35.4;SSE;0.0
2014-08-08;17.4;35.2;28.4;4.3;33.8;WNW;0.0
2014-08-09;18.6;35.0;27.6;5.3;33.8;WNW;0.0
2014-08-10;15.9;34.5;26.2;5.1;33.8;WNW;0.0
2014-08-11;16.7;32.9;25.8;4.8;29.0;WNW;0.0
2014-08-12;17.3;33.4;26.8;4.5;32.2;WNW;0.0
2014-08-13;18.6;31.7;26.3;7.1;35.4;WNW;0.0
2014-08-14;14.4;32.8;25.1;7.7;33.8;SSE;0.0
2014-08-15;20.7;32.3;25.6;12.2;33.8;SSE;0.0
2014-08-16;20.3;29.3;24.4;17.4;49.9;SSE;0.0
2014-08-17;21.2;26.2;23.3;28.5;62.8;SSE;0.0
2014-08-18;21.6;31.8;25.6;20.9;61.2;SSE;0.0
2014-08-19;17.1;30.4;23.6;6.1;32.2;WNW;0.0
2014-08-20;12.3;31.1;22.7;4.5;30.6;WNW;0.0
2014-08-21;13.8;32.9;24.8;5.6;40.2;W;0.0
2014-08-22;12.4;30.6;22.8;5.0;32.2;WNW;0.0
2014-08-23;14.2;32.9;23.9;8.2;38.6;SSE;0.0
2014-08-24;20.1;30.6;25.0;13.7;43.5;SSE;0.0
2014-08-25;18.6;33.3;26.2;10.0;35.4;SSE;0.0
2014-08-26;15.9;35.6;27.6;4.0;32.2;WNW;0.0
2014-08-27;18.2;36.6;28.8;3.9;38.6;WNW;0.0
2014-08-28;18.3;36.4;28.6;4.8;33.8;SW;0.0
2014-08-29;17.6;34.9;27.2;3.9;29.0;WNW;0.0
2014-08-30;20.4;30.3;25.4;12.1;40.2;SSE;0.0
2014-08-31;20.1;30.2;25.0;14.2;41.8;SSE;0.0
2014-09-01;21.3;32.2;26.3;16.6;48.3;SSE;0.0
2014-09-02;19.7;35.2;28.1;8.9;45.1;SSE;0.0
2014-09-03;16.4;33.5;25.7;4.8;29.0;WNW;0.0
2014-09-04;16.6;32.6;24.7;4.3;33.8;WNW;0.0
2014-09-05;15.3;31.9;24.5;5.0;27.4;WNW;0.0
2014-09-06;14.3;30.3;22.9;5.0;29.0;WNW;0.0
2014-09-07;15.5;27.9;22.1;5.3;27.4;WNW;0.0
2014-09-08;15.5;28.6;22.7;4.5;30.6;WNW;0.0
2014-09-09;14.6;30.5;23.5;3.4;32.2;SW;0.0
2014-09-10;14.0;29.9;22.6;3.7;32.2;WNW;0.0
2014-09-11;15.6;26.9;21.7;6.4;30.6;WNW;0.0
2014-09-12;13.8;28.9;22.2;5.0;27.4;WNW;0.0
2014-09-13;13.4;29.8;22.7;3.9;32.2;WNW;0.0
2014-09-14;13.9;28.4;22.2;5.3;29.0;WNW;0.0
2014-09-15;13.9;29.3;21.8;3.1;22.5;SW;0.0
2014-09-16;18.3;27.4;22.8;14.3;57.9;SSW;0.0
2014-09-17;17.2;22.0;19.3;6.4;32.2;SSW;8.6
2014-09-18;12.9;24.4;18.3;4.3;33.8;SSW;0.2
2014-09-19;12.8;25.8;18.9;5.1;30.6;SW;0.0
2014-09-20;15.2;28.9;21.3;4.8;32.2;SSE;0.0
2014-09-21;14.9;28.0;21.6;6.1;33.8;SW;0.0
2014-09-22;15.3;24.3;19.6;5.6;37.0;WNW;0.0
2014-09-23;13.3;23.7;18.3;3.2;29.0;SW;0.2
2014-09-24;10.4;23.7;17.8;3.2;33.8;SW;0.0
2014-09-25;11.2;26.2;18.6;3.5;29.0;SW;0.0
2014-09-26;15.6;24.4;19.7;11.7;40.2;SSE;0.0
2014-09-27;16.4;22.2;18.9;10.1;41.8;SSE;5.4
2014-09-28;16.2;22.8;18.7;6.0;33.8;SSE;20.8
2014-09-29;15.4;24.6;19.3;2.6;20.9;SSE;0.0
2014-09-30;14.1;25.3;19.7;5.1;25.7;SSE;0.0
2014-10-01;19.3;24.1;20.9;15.3;45.1;SSE;0.0
2014-10-02;18.9;24.9;21.3;15.9;41.8;SSE;0.0
2014-10-03;18.8;25.3;21.2;14.5;35.4;SSE;0.0
2014-10-04;15.9;26.7;21.5;4.8;27.4;SSW;0.0
2014-10-05;13.4;27.8;21.1;3.4;22.5;WNW;0.0
2014-10-06;12.1;23.7;18.2;3.5;32.2;WNW;0.0
2014-10-07;10.2;26.1;18.5;2.6;24.1;NW;0.0
2014-10-08;9.6;26.0;18.8;3.5;27.4;WNW;0.0
2014-10-09;13.6;25.6;19.6;4.2;30.6;W;0.0
2014-10-10;12.8;21.4;17.2;3.1;27.4;SW;6.6
2014-10-11;12.6;23.2;17.7;11.4;49.9;SSE;0.2
2014-10-12;12.3;18.2;15.7;9.3;62.8;SSE;10.8
2014-10-13;9.6;17.3;14.0;5.0;27.4;SSE;0.0
2014-10-14;11.7;18.3;14.7;7.1;35.4;WNW;18.2
2014-10-15;10.4;21.3;15.7;2.9;25.7;W;0.2
2014-10-16;11.7;25.7;18.2;2.3;25.7;NW;0.2
2014-10-17;12.7;26.5;19.9;6.0;38.6;SSE;0.2
2014-10-18;18.3;27.1;22.2;11.7;43.5;SSE;0.0
2014-10-19;20.4;27.4;23.6;14.6;41.8;SSE;0.0
2014-10-20;19.4;28.0;24.2;14.5;49.9;SSE;0.0
2014-10-21;11.9;31.3;21.8;4.5;27.4;NNE;0.0
2014-10-22;12.9;29.7;21.2;6.3;41.8;N;0.0
2014-10-23;12.6;22.7;17.3;3.2;30.6;SSW;0.0
2014-10-24;9.01215372792035;27.4604750782767;18.3507104003251;-999.0;-999.0;-999;0.0
2014-10-25;17.8472475627165;25.2141962913242;21.6117147655102;-999.0;-999.0;-999;0.0
2014-10-26;16.9;24.7;19.9;9.0;25.7;SSW;0.0
2014-10-27;16.3;24.1;19.9;13.5;43.5;SSE;0.0
2014-10-28;15.9;21.4;18.2;23.8;59.5;SSE;0.0
2014-10-29;16.5;21.9;18.3;23.2;59.5;SSE;0.0
2014-10-30;15.1;23.7;19.6;18.5;46.7;SSE;0.0
2014-10-31;16.1;21.2;18.2;23.0;54.7;SSE;0.0
2014-11-01;15.8;21.4;17.7;18.7;46.7;SSE;0.0
2014-11-02;14.8;21.7;17.5;14.5;43.5;SSE;0.0
2014-11-03;10.1;20.0;15.5;6.6;33.8;SW;0.0
2014-11-04;9.6;16.6;12.7;15.6;56.3;WNW;14.8
2014-11-05;6.2;13.5;10.2;7.9;29.0;WNW;0.0
2014-11-06;3.7;15.6;10.7;4.5;33.8;WNW;0.0
2014-11-07;10.3;18.2;14.3;4.3;30.6;W;1.0
2014-11-08;12.0;16.2;14.1;5.8;29.0;WNW;1.2
2014-11-09;8.8;13.8;11.2;7.4;33.8;WNW;12.4
2014-11-10;3.7;14.6;10.0;2.4;20.9;WNW;0.0
2014-11-11;10.5;17.4;13.1;14.2;54.7;SSE;8.8
2014-11-12;11.5;17.9;14.4;3.1;27.4;W;1.8
2014-11-13;10.1;18.3;14.4;5.3;25.7;SSE;0.2
2014-11-14;11.7;19.3;15.4;8.9;41.8;SW;16.0
2014-11-15;9.3;15.8;12.4;5.3;33.8;W;0.4
2014-11-16;7.0;15.2;11.2;3.4;20.9;NW;0.0
2014-11-17;3.5;14.8;9.2;3.7;27.4;NNE;0.2
2014-11-18;1.2;17.0;9.5;3.7;29.0;SSE;0.2
2014-11-19;6.0;18.4;13.2;10.8;41.8;SSE;0.0
2014-11-20;13.1;17.3;15.6;16.4;61.2;SSE;0.0
2014-11-21;15.7;21.0;18.2;13.5;54.7;SSE;0.0
2014-11-22;15.6;22.1;19.4;13.7;70.8;SSE;0.0
2014-11-23;13.3;20.8;18.0;12.2;66.0;SSE;0.2
2014-11-24;11.6;20.1;15.4;5.3;27.4;SSE;0.0
2014-11-25;8.9;16.4;12.7;2.1;22.5;W;0.0
2014-11-26;8.9;16.9;12.8;3.4;25.7;SW;0.6
2014-11-27;9.5;13.2;11.2;16.6;54.7;SSE;24.6
2014-11-28;7.2;13.7;10.8;11.6;70.8;SE;1.6
2014-11-29;5.1;13.7;9.4;2.1;20.9;SW;0.2
2014-11-30;7.3;14.6;10.8;3.1;20.9;WNW;0.0
2014-12-01;10.3;17.1;13.4;6.9;29.0;WNW;0.0
2014-12-02;7.6;14.1;11.3;7.6;33.8;NW;0.0
2014-12-03;3.4;13.1;8.8;2.3;17.7;SSE;0.0
2014-12-04;5.3;13.3;9.5;3.5;27.4;W;0.0
2014-12-05;2.7;12.9;8.2;2.6;19.3;NE;0.0
2014-12-06;0.0;12.1;6.4;4.3;29.0;NW;0.2
2014-12-07;-0.0999999999999996;10.7;6.2;5.5;32.2;N;0.0
2014-12-08;-2.1;13.6;6.7;2.4;19.3;WNW;0.0
2014-12-09;0.800000000000001;12.1;6.6;2.6;32.2;SW;0.0
2014-12-10;0.0999999999999996;14.7;7.2;2.1;17.7;NE;0.0
2014-12-11;-0.9;15.6;6.8;1.6;22.5;NE;0.0
2014-12-12;-0.0999999999999996;16.9;8.2;1.3;11.7;WSW;0.0
2014-12-13;6.6;13.8;11.2;12.1;49.9;SSE;1.2
2014-12-14;6.7;11.6;9.1;7.7;40.2;SE;3.0
2014-12-15;4.8;11.8;9.1;5.5;27.4;WNW;0.0
2014-12-16;4.7;10.2;8.7;3.7;25.7;WNW;0.0
2014-12-17;1.6;15.0;9.3;3.4;29.0;WNW;0.0
2014-12-18;1.7;17.1;9.2;1.4;17.7;WNW;0.0
2014-12-19;1.8;20.2;9.7;0.8;12.9;E;0.0
2014-12-20;0.699999999999999;20.2;10.2;1.0;17.7;SW;0.0
2014-12-21;9.4;14.3;11.9;15.0;45.1;SSE;0.0
2014-12-22;10.3;13.9;11.9;16.6;48.3;SSE;0.0
2014-12-23;5.8;14.1;11.2;10.6;40.2;SE;0.0
2014-12-24;1.9;17.1;8.9;1.3;17.7;NW;0.0
2014-12-25;1.6;14.1;7.7;2.6;22.5;SW;0.0
2014-12-26;-0.300000000000001;14.7;7.1;1.9;16.1;SW;0.0
2014-12-27;-0.199999999999999;12.7;7.2;3.5;24.1;WNW;0.0
2014-12-28;2.8;10.9;8.7;7.1;38.6;WNW;0.0
2014-12-29;1.9;10.7;6.2;11.9;48.3;NNE;0.0
2014-12-30;-1.7;10.8;5.7;6.1;33.8;SSE;0.0
2014-12-31;0.9;13.3;7.1;3.2;16.1;NE;0.0
2015-01-01;-3.4;13.0;7.2;10.8;53.1;SSE;0.0
2015-01-02;0.4;14.8;8.8;5.5;29.0;SSE;0.0
2015-01-03;2.2;17.1;9.8;4.0;29.0;SSE;0.0
2015-01-04;-0.9;22.0;9.9;1.6;17.7;SW;0.0
2015-01-05;-1.3;17.0;8.0;1.3;16.1;SW;0.0
2015-01-06;3.1;12.1;7.5;1.8;17.7;NW;0.0
2015-01-07;-0.0999999999999996;14.6;7.8;3.4;22.5;SW;0.0
2015-01-08;1.6;14.6;8.7;5.1;29.0;SSE;0.0
2015-01-09;2.8;13.9;10.1;11.4;46.7;SSE;0.0
2015-01-10;2.9;19.1;11.3;5.8;40.2;SSE;0.0
2015-01-11;0.800000000000001;18.7;9.1;2.1;19.3;SSW;0.0
2015-01-12;2.3;14.8;10.4;13.7;53.1;SSE;0.0
2015-01-13;7.8;19.3;12.8;5.3;40.2;SSE;0.0
2015-01-14;4.6;18.1;11.1;1.0;12.9;SW;0.0
2015-01-15;3.8;15.9;11.3;4.8;33.8;W;0.0
2015-01-16;5.5;11.9;8.5;9.0;46.7;WNW;5.8
2015-01-17;-0.0999999999999996;9.9;5.3;2.9;16.1;NW;0.0
2015-01-18;-0.199999999999999;7.2;5.3;12.1;48.3;SSE;8.8
2015-01-19;4.2;8.6;6.6;10.6;48.3;NNW;2.4
2015-01-20;0.800000000000001;9.2;3.8;3.2;27.4;WNW;18.8
2015-01-21;3.1;8.6;6.3;9.7;48.3;WNW;0.0
2015-01-22;4.7;9.5;7.1;11.3;45.1;WNW;0.0
2015-01-23;2.5;10.5;6.8;4.5;22.5;WNW;0.0
2015-01-24;-0.199999999999999;11.6;5.5;4.3;32.2;NNE;0.0
2015-01-25;-1.9;15.4;7.6;6.0;40.2;N;0.0
2015-01-26;0.300000000000001;16.1;9.1;4.2;29.0;SW;0.0
2015-01-27;0.300000000000001;16.6;9.3;3.5;32.2;NW;0.0
2015-01-28;2.2;15.4;9.8;3.5;25.7;WNW;0.0
2015-01-29;1.7;13.3;9.3;7.6;41.8;WNW;0.0
2015-01-30;10.0;13.6;12.1;14.5;54.7;W;0.2
2015-01-31;5.9;12.7;10.2;19.3;66.0;WNW;0.2
2015-02-01;1.8;9.9;6.3;9.3;38.6;WNW;0.0
2015-02-02;2.3;9.6;7.1;10.3;51.5;WNW;0.0
2015-02-03;7.5;10.4;9.1;14.5;57.9;W;1.0
2015-02-04;3.9;8.4;6.3;14.2;53.1;WNW;0.2
2015-02-05;0.800000000000001;8.1;4.4;10.3;40.2;WNW;0.0
2015-02-06;-0.699999999999999;9.1;4.8;4.5;30.6;WNW;0.0
2015-02-07;-0.6;8.3;4.4;3.2;20.9;SE;0.0
2015-02-08;0.0;10.3;5.6;4.3;27.4;SSE;0.0
2015-02-09;0.541393659507506;13.3538442962152;7.0277785767659;-999.0;-999.0;-999;0.0
2015-02-10;8.46565307834532;12.4553327814342;10.5605333057164;-999.0;-999.0;-999;0.0
2015-02-11;8.28348619515365;14.8813138713429;11.6475347607781;-999.0;-999.0;-999;5.2
2015-02-12;6.55290080483275;13.2639931447371;10.0170325781855;-999.0;-999.0;-999;0.8
2015-02-13;4.64014853132017;14.971165022821;9.83586566900859;-999.0;-999.0;-999;0.0
2015-02-14;10.8;14.2;12.2;13.4;43.5;W;0.0
2015-02-15;9.6;12.1;10.5;12.6;54.7;WNW;0.2
2015-02-16;6.7;11.3;8.9;7.9;30.6;WNW;0.0
2015-02-17;4.9;11.3;8.2;10.9;59.5;NNE;0.0
2015-02-18;3.0;15.4;9.2;4.0;37.0;NNE;0.0
2015-02-19;1.7;15.7;8.8;4.0;20.9;SSW;0.0
2015-02-20;-0.4;15.3;8.7;2.7;17.7;SW;0.0
2015-02-21;5.3;11.8;8.6;4.5;35.4;WNW;0.4
2015-02-22;4.7;13.4;9.4;6.1;35.4;WNW;0.2
2015-02-23;3.7;12.4;9.6;6.0;32.2;WNW;0.0
2015-02-24;4.7;13.3;9.6;10.1;41.8;WNW;0.0
2015-02-25;4.7;13.6;9.4;7.2;37.0;WNW;0.0
2015-02-26;3.3;17.8;11.9;6.0;27.4;WNW;0.0
2015-02-27;7.4;16.1;11.7;7.9;38.6;WNW;0.0
2015-02-28;4.3;15.9;11.4;5.3;32.2;WNW;0.0
2015-03-01;4.27581476493682;18.8347645363792;11.6475347607781;-999.0;-999.0;-999;0.0
2015-03-02;5.79006750362599;20.8042725281267;13.5494077104855;-999.0;-999.0;-999;0.0
2015-03-03;7.5;21.8;17.7;4.7;20.9;WNW;0.0
2015-03-04;6.8;20.4;14.3;5.1;29.0;N;0.0
2015-03-05;7.5;12.7;10.5;19.0;53.1;SE;0.0
2015-03-06;6.2;14.7;10.5;22.2;57.9;SSE;0.0
2015-03-07;5.1;16.6;11.4;18.5;57.9;SSE;0.0
2015-03-08;-0.0999999999999996;24.2;12.4;4.7;30.6;SSW;0.0
2015-03-09;8.0;19.0;12.8;8.7;30.6;SSW;0.0
